Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Assembly BioProject Accession	Assembly BioSample Accession
GCA_002837185.1	ASM283718v1	Pseudomonas fluorescens		PfR 37					PRJNA396534	SAMN07427851
GCF_002837185.1	ASM283718v1	Pseudomonas fluorescens		PfR 37					PRJNA396534	SAMN07427851
GCA_003700755.1	ASM370075v1	Pseudomonas fluorescens		ICMP 3512					PRJNA292453	SAMN03976460
GCF_003700755.1	ASM370075v1	Pseudomonas fluorescens		ICMP 3512					PRJNA292453	SAMN03976460
GCA_043359465.1	ASM4335946v1	Pseudomonas fluorescens		50ft2-S40					PRJNA1156916	SAMN43503115
GCF_043359465.1	ASM4335946v1	Pseudomonas fluorescens		50ft2-S40					PRJNA1156916	SAMN43503115
GCA_014842195.1	ASM1484219v1	Pseudomonas fluorescens		CFBP13713					PRJNA665156	SAMN16237135
GCF_014842195.1	ASM1484219v1	Pseudomonas fluorescens		CFBP13713					PRJNA665156	SAMN16237135
GCA_902497665.1	PS676	Pseudomonas fluorescens					PS676		PRJEB34261	SAMEA5944693
GCF_902497665.1	PS676	Pseudomonas fluorescens					PS676		PRJEB34261	SAMEA5944693
GCA_902497625.1	PS645	Pseudomonas fluorescens					PS645		PRJEB34261	SAMEA5944684
GCF_902497625.1	PS645	Pseudomonas fluorescens					PS645		PRJEB34261	SAMEA5944684
GCA_902497595.1	PS673	Pseudomonas fluorescens					PS673		PRJEB34261	SAMEA5944692
GCF_902497595.1	PS673	Pseudomonas fluorescens					PS673		PRJEB34261	SAMEA5944692
GCA_000968015.1	ASM96801v1	Pseudomonas fluorescens		H24					PRJNA276971	SAMN03382614
GCF_000968015.1	ASM96801v1	Pseudomonas fluorescens		H24					PRJNA276971	SAMN03382614
GCA_043656615.1	ASM4365661v1	Pseudomonas fluorescens		NPDC008057					PRJNA1106891	SAMN43993044
GCF_043656615.1	ASM4365661v1	Pseudomonas fluorescens		NPDC008057					PRJNA1106891	SAMN43993044
GCA_902497895.1	PS691	Pseudomonas fluorescens					PS691		PRJEB34261	SAMEA5944701
GCF_902497895.1	PS691	Pseudomonas fluorescens					PS691		PRJEB34261	SAMEA5944701
GCA_000876155.1	ASM87615v1	Pseudomonas fluorescens		2-79					PRJNA271841	SAMN03278127
GCF_000876155.1	ASM87615v1	Pseudomonas fluorescens		2-79					PRJNA271841	SAMN03278127
GCA_043359515.1	ASM4335951v1	Pseudomonas fluorescens		50ft1-S35					PRJNA1156916	SAMN43503114
GCF_043359515.1	ASM4335951v1	Pseudomonas fluorescens		50ft1-S35					PRJNA1156916	SAMN43503114
GCA_902497645.1	PS623	Pseudomonas fluorescens					PS623		PRJEB34261	SAMEA5944678
GCF_902497645.1	PS623	Pseudomonas fluorescens					PS623		PRJEB34261	SAMEA5944678
GCA_001542695.1	ASM154269v1	Pseudomonas fluorescens		Ps_20					PRJNA262731	SAMN03085547
GCF_001542695.1	ASM154269v1	Pseudomonas fluorescens		Ps_20					PRJNA262731	SAMN03085547
GCA_902497755.1	PS639	Pseudomonas fluorescens					PS639		PRJEB34261	SAMEA5944683
GCF_902497755.1	PS639	Pseudomonas fluorescens					PS639		PRJEB34261	SAMEA5944683
GCA_044743235.1	ASM4474323v1	Pseudomonas fluorescens		NPDC087679					PRJNA1106891	SAMN43997171
GCF_044743235.1	ASM4474323v1	Pseudomonas fluorescens		NPDC087679					PRJNA1106891	SAMN43997171
GCA_044745305.1	ASM4474530v1	Pseudomonas fluorescens		NPDC087035					PRJNA1106891	SAMN43997044
GCF_044745305.1	ASM4474530v1	Pseudomonas fluorescens		NPDC087035					PRJNA1106891	SAMN43997044
GCA_018614775.1	ASM1861477v1	Pseudomonas fluorescens		ISL-33					PRJNA291433	SAMN18298948
GCF_018614775.1	ASM1861477v1	Pseudomonas fluorescens		ISL-33					PRJNA291433	SAMN18298948
GCA_001931665.1	ASM193166v1	Pseudomonas fluorescens		EK007-7t-asp					PRJNA347476	SAMN05890482
GCF_001931665.1	ASM193166v1	Pseudomonas fluorescens		EK007-7t-asp					PRJNA347476	SAMN05890482
GCA_902497605.1	PS624	Pseudomonas fluorescens					PS624		PRJEB34261	SAMEA5944679
GCF_902497605.1	PS624	Pseudomonas fluorescens					PS624		PRJEB34261	SAMEA5944679
GCA_024126455.1	ASM2412645v1	Pseudomonas fluorescens		VE 193-7					PRJNA844552	SAMN29162768
GCF_024126455.1	ASM2412645v1	Pseudomonas fluorescens		VE193-7					PRJNA844552	SAMN29162768
GCA_902497815.1	PS685	Pseudomonas fluorescens					PS685		PRJEB34261	SAMEA5944698
GCF_902497815.1	PS685	Pseudomonas fluorescens					PS685		PRJEB34261	SAMEA5944698
GCA_000801875.1	PfAU14440	Pseudomonas fluorescens		AU14440					PRJNA262951	SAMN03092896
GCF_000801875.1	PfAU14440	Pseudomonas fluorescens		AU14440					PRJNA262951	SAMN03092896
GCA_041354035.1	ASM4135403v1	Pseudomonas fluorescens		WCS134					PRJNA960651	SAMN34352530
GCF_041354035.1	ASM4135403v1	Pseudomonas fluorescens		WCS134					PRJNA960651	SAMN34352530
GCA_002022375.1	ASM202237v1	Pseudomonas fluorescens		TDH5					PRJNA339171	SAMN05589720
GCF_002022375.1	ASM202237v1	Pseudomonas fluorescens		TDH5					PRJNA339171	SAMN05589720
GCA_000827755.2	Pseudomonas fluorescens SRM1	Pseudomonas fluorescens					SRM1		PRJEB7699	SAMEA3112443
GCF_000827755.1	Pseudomonas fluorescens SRM1	Pseudomonas fluorescens					SRM1		PRJEB7699	SAMEA3112443
GCA_001542725.1	ASM154272v1	Pseudomonas fluorescens		Ps_40					PRJNA262727	SAMN03085516
GCF_001542725.1	ASM154272v1	Pseudomonas fluorescens		Ps_40					PRJNA262727	SAMN03085516
GCA_000836415.1	ASM83641v1	Pseudomonas fluorescens		UM270					PRJNA269735	SAMN03256364
GCF_000836415.1	ASM83641v1	Pseudomonas fluorescens		UM270					PRJNA269735	SAMN03256364
GCA_001542715.1	ASM154271v1	Pseudomonas fluorescens		Ps_22					PRJNA262723	SAMN03085509
GCF_001542715.1	ASM154271v1	Pseudomonas fluorescens		Ps_22					PRJNA262723	SAMN03085509
GCA_001466835.1	ASM146683v1	Pseudomonas fluorescens ICMP 11288		ICMP 11288					PRJNA296725	SAMN04102813
GCF_001466835.1	ASM146683v1	Pseudomonas fluorescens ICMP 11288		ICMP 11288					PRJNA296725	SAMN04102813
GCA_000346775.1	Pf29Arp_v1	Pseudomonas fluorescens Pf29Arp		Pf29Arp					PRJNA182080	SAMN02469932
GCF_000346775.1	Pf29Arp_v1	Pseudomonas fluorescens Pf29Arp		Pf29Arp					PRJNA182080	SAMN02469932
GCA_000217955.4	PfluHK442.0	Pseudomonas fluorescens HK44		HK44					PRJNA67805	SAMN02471959
GCF_000217955.3	PfluHK442.0	Pseudomonas fluorescens HK44		HK44					PRJNA67805	SAMN02471959
GCA_000308175.1	PseuFluoBS2	Pseudomonas fluorescens BS2		BS2					PRJNA174875	SAMN01173945
GCF_000308175.1	PseuFluoBS2	Pseudomonas fluorescens BS2		BS2					PRJNA174875	SAMN01173945
GCA_000411675.1	Pse.Fluo1.0	Pseudomonas fluorescens LMG 5329		LMG 5329					PRJNA198067	SAMN02146680
GCF_000411675.1	Pse.Fluo1.0	Pseudomonas fluorescens LMG 5329		LMG 5329					PRJNA198067	SAMN02146680
GCA_012986585.1	ASM1298658v1	Pseudomonas koreensis		WS 5015					PRJNA612806	SAMN14381930
GCF_012986585.1	ASM1298658v1	Pseudomonas koreensis		WS 5015					PRJNA612806	SAMN14381930
GCA_008693205.1	ASM869320v1	Pseudomonas koreensis		UASWS1668					PRJNA543411	SAMN11658786
GCF_008693205.1	ASM869320v1	Pseudomonas koreensis		UASWS1668					PRJNA543411	SAMN11658786
GCA_036668835.1	ASM3666883v1	Pseudomonas koreensis		ESBL8					PRJNA1020068	SAMN37512201
GCF_036668835.1	ASM3666883v1	Pseudomonas koreensis		ESBL8					PRJNA1020068	SAMN37512201
GCA_002003425.1	ASM200342v1	Pseudomonas koreensis		CI12					PRJNA353628	SAMN06018396
GCF_002003425.1	ASM200342v1	Pseudomonas koreensis		CI12					PRJNA353628	SAMN06018396
GCA_039675585.1	ASM3967558v1	Pseudomonas koreensis		Pk21-22					PRJNA1024655	SAMN37702017
GCF_039675585.1	ASM3967558v1	Pseudomonas koreensis		Pk21-22					PRJNA1024655	SAMN37702017
GCA_002177125.1	ASM217712v1	Pseudomonas koreensis		P2					PRJNA328580	SAMN06445250
GCF_002177125.1	ASM217712v1	Pseudomonas koreensis		P2					PRJNA328580	SAMN06445250
GCA_004152965.1	ASM415296v1	Pseudomonas koreensis		AB36					PRJNA518748	SAMN10857202
GCF_004152965.1	ASM415296v1	Pseudomonas koreensis		AB36					PRJNA518748	SAMN10857202
GCA_037137135.1	ASM3713713v1	Pseudomonas koreensis		B17-12					PRJNA997751	SAMN35979846
GCF_037137135.1	ASM3713713v1	Pseudomonas koreensis		B17-12					PRJNA997751	SAMN35979846
GCA_031456675.1	ASM3145667v1	Pseudomonas koreensis		3441					PRJNA709228	SAMN18245285
GCF_031456675.1	ASM3145667v1	Pseudomonas koreensis		3441					PRJNA709228	SAMN18245285
GCA_025447555.1	ASM2544755v1	Pseudomonas koreensis		B1M2-19					PRJNA877629	SAMN30714601
GCF_025447555.1	ASM2544755v1	Pseudomonas koreensis		B1M2-19					PRJNA877629	SAMN30714601
GCA_014197335.1	ASM1419733v1	Pseudomonas koreensis		WW6					PRJNA547316	SAMN12024086
GCF_014197335.1	ASM1419733v1	Pseudomonas koreensis		WW6					PRJNA547316	SAMN12024086
GCA_017939605.1	ASM1793960v1	Pseudomonas koreensis		WZ005					PRJNA719469	SAMN18607551
GCF_017939605.1	ASM1793960v1	Pseudomonas koreensis		WZ005					PRJNA719469	SAMN18607551
GCA_011605305.1	ASM1160530v1	Pseudomonas koreensis		4047					PRJNA612428	SAMN14372156
GCF_011605305.1	ASM1160530v1	Pseudomonas koreensis		4047					PRJNA612428	SAMN14372156
GCA_025599655.1	ASM2559965v1	Pseudomonas koreensis		B1M1-1					PRJNA877629	SAMN30714598
GCF_025599655.1	ASM2559965v1	Pseudomonas koreensis		B1M1-1					PRJNA877629	SAMN30714598
GCA_003999415.1	ASM399941v1	Pseudomonas koreensis		A9					PRJNA345201	SAMN05859588
GCF_003999415.1	ASM399941v1	Pseudomonas koreensis		A9					PRJNA345201	SAMN05859588
GCA_023806665.1	ASM2380666v1	Pseudomonas koreensis		CM-01					PRJNA848447	SAMN29006466
GCF_023806665.1	ASM2380666v1	Pseudomonas koreensis		CM-01					PRJNA848447	SAMN29006466
GCA_025599615.1	ASM2559961v1	Pseudomonas koreensis		B1M3-32					PRJNA877629	SAMN30714599
GCF_025599615.1	ASM2559961v1	Pseudomonas koreensis		B1M3-32					PRJNA877629	SAMN30714599
GCA_025447595.1	ASM2544759v1	Pseudomonas koreensis		B1M1-15					PRJNA877629	SAMN30714597
GCF_025447595.1	ASM2544759v1	Pseudomonas koreensis		B1M1-15					PRJNA877629	SAMN30714597
GCA_005233505.1	ASM523350v1	Pseudomonas koreensis		CFBP13504					PRJNA459522	SAMN09062476
GCF_005233505.1	ASM523350v1	Pseudomonas koreensis		CFBP13504					PRJNA459522	SAMN09062476
GCA_009829275.1	ASM982927v1	Pseudomonas koreensis		JV222					PRJNA564967	SAMN12727389
GCF_009829275.1	ASM982927v1	Pseudomonas koreensis		JV222					PRJNA564967	SAMN12727389
GCA_013337455.1	ASM1333745v1	Pseudomonas koreensis		UMG3125					PRJNA534200	SAMN11479458
GCF_013337455.1	ASM1333745v1	Pseudomonas koreensis		UMG3125					PRJNA534200	SAMN11479458
GCA_039673985.1	ASM3967398v1	Pseudomonas koreensis		TWI610					PRJNA964453	SAMN40712753
GCF_039673985.1	ASM3967398v1	Pseudomonas koreensis		TWI610					PRJNA964453	SAMN40712753
GCA_044743265.1	ASM4474326v1	Pseudomonas koreensis		NPDC087670					PRJNA1106891	SAMN43997168
GCF_044743265.1	ASM4474326v1	Pseudomonas koreensis		NPDC087670					PRJNA1106891	SAMN43997168
GCA_016337125.1	ASM1633712v1	Pseudomonas koreensis		PSB00045					PRJNA475751	SAMN16982857
GCF_016337125.1	ASM1633712v1	Pseudomonas koreensis		PSB00045					PRJNA475751	SAMN16982857
GCA_025397875.1	ASM2539787v1	Pseudomonas veronii		Y-15					PRJNA814657	SAMN26563465
GCF_025397875.1	ASM2539787v1	Pseudomonas veronii		Y-15					PRJNA814657	SAMN26563465
GCA_004015785.1	ASM401578v1	Pseudomonas veronii		RZ					PRJNA471396	SAMN09209426
GCF_004015785.1	ASM401578v1	Pseudomonas veronii		RZ					PRJNA471396	SAMN09209426
GCA_012274305.1	ASM1227430v1	Pseudomonas veronii		DM15					PRJNA611683	SAMN14342341
GCF_012274305.1	ASM1227430v1	Pseudomonas veronii		DM15					PRJNA611683	SAMN14342341
GCA_012985305.1	ASM1298530v1	Pseudomonas veronii		WS 5113					PRJNA612806	SAMN14381994
GCF_012985305.1	ASM1298530v1	Pseudomonas veronii		WS 5113					PRJNA612806	SAMN14381994
GCA_000836475.2	R4V2	Pseudomonas veronii		R4					PRJNA272785	SAMN03286965
GCF_000836475.1	R4V2	Pseudomonas veronii		R4					PRJNA272785	SAMN03286965
GCA_012985325.1	ASM1298532v1	Pseudomonas veronii		WS 4670					PRJNA612806	SAMN14381992
GCF_012985325.1	ASM1298532v1	Pseudomonas veronii		WS 4670					PRJNA612806	SAMN14381992
GCA_012985315.1	ASM1298531v1	Pseudomonas veronii		WS 4671					PRJNA612806	SAMN14381993
GCF_012985315.1	ASM1298531v1	Pseudomonas veronii		WS 4671					PRJNA612806	SAMN14381993
GCA_003970135.1	ASM397013v1	Pseudomonas veronii		SHC-8-1					PRJNA510011	SAMN10593038
GCF_003970135.1	ASM397013v1	Pseudomonas veronii		SHC-8-1					PRJNA510011	SAMN10593038
GCA_003970115.1	ASM397011v1	Pseudomonas veronii		A-6-5					PRJNA510010	SAMN10593019
GCF_003970115.1	ASM397011v1	Pseudomonas veronii		A-6-5					PRJNA510010	SAMN10593019
GCA_016406005.1	ASM1640600v1	Pseudomonas veronii		IB04					PRJNA666993	SAMN16411057
GCF_016406005.1	ASM1640600v1	Pseudomonas veronii		IB04					PRJNA666993	SAMN16411057
GCA_025421655.1	ASM2542165v1	Pseudomonas veronii		B560					PRJNA876106	SAMN30644902
GCF_025421655.1	ASM2542165v1	Pseudomonas veronii		B560					PRJNA876106	SAMN30644902
GCA_012985365.1	ASM1298536v1	Pseudomonas veronii		DSM 16272					PRJNA612806	SAMN14381991
GCF_012985365.1	ASM1298536v1	Pseudomonas veronii		DSM 16272					PRJNA612806	SAMN14381991
GCA_029269225.1	ASM2926922v1	Pseudomonas veronii		1929					PRJNA941309	SAMN33601517
GCF_029269225.1	ASM2926922v1	Pseudomonas veronii		1929					PRJNA941309	SAMN33601517
GCA_013386435.1	ASM1338643v1	Pseudomonas veronii		P7771					PRJNA607442	SAMN14599800
GCF_013386435.1	ASM1338643v1	Pseudomonas veronii		P7771					PRJNA607442	SAMN14599800
GCA_013386345.1	ASM1338634v1	Pseudomonas veronii		P7772					PRJNA607442	SAMN14599801
GCF_013386345.1	ASM1338634v1	Pseudomonas veronii		P7772					PRJNA607442	SAMN14599801
GCA_016307385.1	ASM1630738v1	Pseudomonas veronii		S4_EA_3a					PRJNA680595	SAMN16885844
GCF_016307385.1	ASM1630738v1	Pseudomonas veronii		S4_EA_3a					PRJNA680595	SAMN16885844
GCA_016307395.1	ASM1630739v1	Pseudomonas veronii		S4_EA_3b					PRJNA680595	SAMN16885845
GCF_016307395.1	ASM1630739v1	Pseudomonas veronii		S4_EA_3b					PRJNA680595	SAMN16885845
GCA_008632285.1	ASM863228v1	Pseudomonas veronii		UKR4					PRJNA565195	SAMN12736605
GCF_008632285.1	ASM863228v1	Pseudomonas veronii		UKR4					PRJNA565195	SAMN12736605
GCA_008632315.1	ASM863231v1	Pseudomonas veronii		UKR3					PRJNA565195	SAMN12736604
GCF_008632315.1	ASM863231v1	Pseudomonas veronii		UKR3					PRJNA565195	SAMN12736604
GCA_000350565.1	P.ver1YdBTEX2v.1	Pseudomonas veronii 1YdBTEX2		1YdBTEX2					PRJNA189715	SAMN02469887
GCF_000350565.1	P.ver1YdBTEX2v.1	Pseudomonas veronii 1YdBTEX2		1YdBTEX2					PRJNA189715	SAMN02469887
GCA_000982395.1	P.veronii1YB2v1.0	Pseudomonas veronii 1YB2		1YB2					PRJNA231563	SAMN02692653
GCF_000982395.1	P.veronii1YB2v1.0	Pseudomonas veronii 1YB2		1YB2					PRJNA231563	SAMN02692653
GCA_004102685.1	ASM410268v1	Pseudomonas azotoformans		SC 14					PRJNA377387	SAMN06461247
GCF_004102685.1	ASM410268v1	Pseudomonas azotoformans		SC 14					PRJNA377387	SAMN06461247
GCA_013408895.1	ASM1340889v1	Pseudomonas moraviensis		VanB					PRJNA581659	SAMN13165637
GCF_013408895.1	ASM1340889v1	Pseudomonas moraviensis		VanB					PRJNA581659	SAMN13165637
GCA_002287825.1	ASM228782v1	Pseudomonas moraviensis		TYU6					PRJNA397522	SAMN07550341
GCF_002287825.1	ASM228782v1	Pseudomonas moraviensis		TYU6					PRJNA397522	SAMN07550341
GCA_002287865.1	ASM228786v1	Pseudomonas moraviensis		TYU5					PRJNA397091	SAMN07448239
GCF_002287865.1	ASM228786v1	Pseudomonas moraviensis		TYU5					PRJNA397091	SAMN07448239
GCA_003732785.1	ASM373278v1	Pseudomonas moraviensis		36B3					PRJNA342848	SAMN05933947
GCF_003732785.1	ASM373278v1	Pseudomonas moraviensis		36B3					PRJNA342848	SAMN05933947
GCA_001896125.1	ASM189612v1	Pseudomonas moraviensis		UCD-KL30					PRJNA355592	SAMN06090297
GCF_001896125.1	ASM189612v1	Pseudomonas moraviensis		UCD-KL30					PRJNA355592	SAMN06090297
GCA_004358055.1	ASM435805v1	Pseudomonas moraviensis		N 20.18					PRJNA526302	SAMN11094924
GCF_004358055.1	ASM435805v1	Pseudomonas moraviensis		N 20.18					PRJNA526302	SAMN11094924
GCA_009825315.1	ASM982531v1	Pseudomonas moraviensis		FP1761					PRJNA597460	SAMN13675672
GCF_009825315.1	ASM982531v1	Pseudomonas moraviensis		FP1761					PRJNA597460	SAMN13675672
GCA_001691585.1	ASM169158v1	Pseudomonas moraviensis		Devor					PRJNA327387	SAMN05332130
GCF_001691585.1	ASM169158v1	Pseudomonas moraviensis		Devor					PRJNA327387	SAMN05332130
GCA_027924885.1	ASM2792488v1	Pseudomonas moraviensis		RS1P-1					PRJDB14766	SAMD00556827
GCF_027924885.1	ASM2792488v1	Pseudomonas moraviensis		RS1P-1					PRJDB14766	SAMD00556827
GCA_003936805.1	ASM393680v1	Pseudomonas moraviensis		PM_105					PRJNA497126	SAMN10249223
GCF_003936805.1	ASM393680v1	Pseudomonas moraviensis		PM_105					PRJNA497126	SAMN10249223
GCA_016009315.1	ASM1600931v1	Pseudomonas moraviensis		PSB00010					PRJNA475751	SAMN10436425
GCF_016009315.1	ASM1600931v1	Pseudomonas moraviensis		PSB00010					PRJNA475751	SAMN10436425
GCA_044750005.1	ASM4475000v1	Pseudomonas moraviensis		NPDC088886					PRJNA1106891	SAMN43997426
GCF_044750005.1	ASM4475000v1	Pseudomonas moraviensis		NPDC088886					PRJNA1106891	SAMN43997426
GCA_013386045.1	ASM1338604v1	Pseudomonas tolaasii		B1001					PRJNA607442	SAMN14599749
GCF_013386045.1	ASM1338604v1	Pseudomonas tolaasii		B1001					PRJNA607442	SAMN14599749
GCA_013386035.1	ASM1338603v1	Pseudomonas tolaasii		A9001					PRJNA607442	SAMN14599748
GCF_013386035.1	ASM1338603v1	Pseudomonas tolaasii		A9001					PRJNA607442	SAMN14599748
GCA_019389755.1	ASM1938975v1	Pseudomonas tolaasii		Pt51					PRJNA683167	SAMN17023566
GCF_019389755.1	ASM1938975v1	Pseudomonas tolaasii		Pt51					PRJNA683167	SAMN17023566
GCA_019295345.1	ASM1929534v1	Pseudomonas tolaasii		Pt53					PRJNA683171	SAMN17023575
GCF_019295345.1	ASM1929534v1	Pseudomonas tolaasii		Pt53					PRJNA683171	SAMN17023575
GCA_019891475.1	ASM1989147v1	Pseudomonas tolaasii		CH36					PRJNA705655	SAMN18094177
GCF_019891475.1	ASM1989147v1	Pseudomonas tolaasii		CH36					PRJNA705655	SAMN18094177
GCA_013385235.1	ASM1338523v1	Pseudomonas tolaasii		IPO3741					PRJNA607442	SAMN14599750
GCF_013385235.1	ASM1338523v1	Pseudomonas tolaasii		IPO3741					PRJNA607442	SAMN14599750
GCA_013386505.1	ASM1338650v1	Pseudomonas tolaasii		P7756					PRJNA607442	SAMN14599791
GCF_013386505.1	ASM1338650v1	Pseudomonas tolaasii		P7756					PRJNA607442	SAMN14599791
GCA_013385225.1	ASM1338522v1	Pseudomonas tolaasii		IPO3743					PRJNA607442	SAMN14599752
GCF_013385225.1	ASM1338522v1	Pseudomonas tolaasii		IPO3743					PRJNA607442	SAMN14599752
GCA_013387135.1	ASM1338713v1	Pseudomonas tolaasii		IPO3746					PRJNA607442	SAMN14599753
GCF_013387135.1	ASM1338713v1	Pseudomonas tolaasii		IPO3746					PRJNA607442	SAMN14599753
GCA_013385205.1	ASM1338520v1	Pseudomonas tolaasii		IPO3742					PRJNA607442	SAMN14599751
GCF_013385205.1	ASM1338520v1	Pseudomonas tolaasii		IPO3742					PRJNA607442	SAMN14599751
GCA_013386495.1	ASM1338649v1	Pseudomonas tolaasii		P7757					PRJNA607442	SAMN14599792
GCF_013386495.1	ASM1338649v1	Pseudomonas tolaasii		P7757					PRJNA607442	SAMN14599792
GCA_000276565.1	ASM27656v1	Pseudomonas tolaasii PMS117		PMS117					PRJNA66663	SAMN02471724
GCF_000276565.1	ASM27656v1	Pseudomonas tolaasii PMS117		PMS117					PRJNA66663	SAMN02471724
GCA_000316215.1	Pseudomonas tollassii	Pseudomonas tolaasii 6264		6264					PRJNA89427	SAMN02469594
GCF_000316215.1	Pseudomonas tollassii	Pseudomonas tolaasii 6264		6264					PRJNA89427	SAMN02469594
GCA_012986255.1	ASM1298625v1	Pseudomonas mandelii		WS 5114					PRJNA612806	SAMN14381946
GCF_012986255.1	ASM1298625v1	Pseudomonas mandelii		WS 5114					PRJNA612806	SAMN14381946
GCA_009697185.1	ASM969718v1	Pseudomonas mandelii		B2/38-Q-III					PRJNA498595	SAMN10319710
GCF_009697185.1	ASM969718v1	Pseudomonas mandelii		B2/38-Q-III					PRJNA498595	SAMN10319710
GCA_006438925.1	ASM643892v1	Pseudomonas mandelii		OWC5					PRJNA496474	SAMN10244987
GCF_006438925.1	ASM643892v1	Pseudomonas mandelii		OWC5					PRJNA496474	SAMN10244987
GCA_024138395.1	ASM2413839v1	Pseudomonas mandelii		29					PRJNA853178	SAMN29363560
GCF_024138395.1	ASM2413839v1	Pseudomonas mandelii		29					PRJNA853178	SAMN29363560
GCA_026241895.1	ASM2624189v1	Pseudomonas mandelii		RIT-562					PRJNA899865	SAMN31671170
GCF_026241895.1	ASM2624189v1	Pseudomonas mandelii		RIT-562					PRJNA899865	SAMN31671170
GCA_002251635.1	ASM225163v1	Pseudomonas mandelii		6A1					PRJNA381535	SAMN06679994
GCF_002251635.1	ASM225163v1	Pseudomonas mandelii		6A1					PRJNA381535	SAMN06679994
GCA_000381285.1	ASM38128v1	Pseudomonas mandelii 36MFCvi1.1		36MFCvi1.1					PRJNA182465	SAMN02440483
GCF_000381285.1	ASM38128v1	Pseudomonas mandelii 36MFCvi1.1		36MFCvi1.1					PRJNA182465	SAMN02440483
GCA_000690555.2	Pmandelii1.0	Pseudomonas mandelii PD30		PD30					PRJNA227201	SAMN02770242
GCF_000690555.2	Pmandelii1.0	Pseudomonas mandelii PD30		PD30					PRJNA227201	SAMN02770242
GCA_024169655.1	ASM2416965v1	Pseudomonas marginalis		ICMP 3553_3					PRJNA709550	SAMN18248211
GCF_024169655.1	ASM2416965v1	Pseudomonas marginalis		ICMP 3553_3					PRJNA709550	SAMN18248211
GCA_024169225.1	ASM2416922v1	Pseudomonas marginalis		ICMP 3553_2					PRJNA709549	SAMN18248210
GCF_024169225.1	ASM2416922v1	Pseudomonas marginalis		ICMP 3553_2					PRJNA709549	SAMN18248210
GCA_900105325.1	IMG-taxon 2639762561 annotated assembly	Pseudomonas marginalis		BS2952					PRJEB16449	SAMN04490193
GCF_900105325.1	IMG-taxon 2639762561 annotated assembly	Pseudomonas marginalis		NCPPB 667					PRJEB16449	SAMN04490193
GCA_008692035.1	ASM869203v1	Pseudomonas marginalis		PgKB35					PRJNA560751	SAMN12612899
GCF_008692035.1	ASM869203v1	Pseudomonas marginalis		PgKB35					PRJNA560751	SAMN12612899
GCA_002563725.1	ASM256372v1	Pseudomonas poae		A2-S9					PRJNA243959	SAMN02745526
GCF_002563725.1	ASM256372v1	Pseudomonas poae		A2-S9					PRJNA243959	SAMN02745526
GCA_030815455.1	ASM3081545v1	Pseudomonas marginalis		ICMP 3553_1					PRJNA958348	SAMN34299918
GCF_030815455.1	ASM3081545v1	Pseudomonas marginalis		ICMP 3553_1					PRJNA958348	SAMN34299918
GCA_012986175.1	ASM1298617v1	Pseudomonas marginalis		WS 4668					PRJNA612806	SAMN14381951
GCF_012986175.1	ASM1298617v1	Pseudomonas marginalis		WS 4668					PRJNA612806	SAMN14381951
GCA_012986085.1	ASM1298608v1	Pseudomonas poae		WS 5103					PRJNA612806	SAMN14381953
GCF_012986085.1	ASM1298608v1	Pseudomonas poae		WS 5103					PRJNA612806	SAMN14381953
GCA_023701545.1	ASM2370154v1	Pseudomonas marginalis		SR17					PRJNA844386	SAMN28815266
GCF_023701545.1	ASM2370154v1	Pseudomonas marginalis		SR17					PRJNA844386	SAMN28815266
GCA_032208805.1	ASM3220880v1	Pseudomonas corrugata		PVCT 4.3t					PRJNA852405	SAMN28918788
GCF_032208805.1	ASM3220880v1	Pseudomonas corrugata		PVCT 4.3t					PRJNA852405	SAMN28918788
GCA_031457775.1	ASM3145777v1	Pseudomonas corrugata		BE38					PRJNA709411	SAMN18244803
GCF_031457775.1	ASM3145777v1	Pseudomonas corrugata		BE38					PRJNA709411	SAMN18244803
GCA_002980195.1	ASM298019v1	Pseudomonas poae		MYb114					PRJNA400855	SAMN07581342
GCF_002980195.1	ASM298019v1	Pseudomonas poae		MYb114					PRJNA400855	SAMN07581342
GCA_032208725.1	ASM3220872v1	Pseudomonas corrugata		PVCT GD1					PRJNA852405	SAMN28918791
GCF_032208725.1	ASM3220872v1	Pseudomonas corrugata		PVCT GD1					PRJNA852405	SAMN28918791
GCA_041008175.1	ASM4100817v1	Pseudomonas marginalis		Phyllo_191					PRJNA961062	SAMN40556838
GCF_041008175.1	ASM4100817v1	Pseudomonas marginalis		Phyllo_191					PRJNA961062	SAMN40556838
GCA_034808845.1	ASM3480884v1	Pseudomonas marginalis		FSL S12-0184					PRJNA1003870	SAMN37350765
GCF_034808845.1	ASM3480884v1	Pseudomonas marginalis		FSL S12-0184					PRJNA1003870	SAMN37350765
GCA_034808905.1	ASM3480890v1	Pseudomonas marginalis		FSL S12-0074					PRJNA1003870	SAMN37350764
GCF_034808905.1	ASM3480890v1	Pseudomonas marginalis		FSL S12-0074					PRJNA1003870	SAMN37350764
GCA_002980135.1	ASM298013v1	Pseudomonas poae		MYb117					PRJNA400855	SAMN07581344
GCF_002980135.1	ASM298013v1	Pseudomonas poae		MYb117					PRJNA400855	SAMN07581344
